text,contains exclamation mark,hasHashtag,Count uppercase letters,Count Lowercase letters,Number_of_Characters,has first person Pronoun,Contains smiling emoticon,Sentiment Score(n+-),No_of_positive_words,No_of_negative_words,isPositiveSentiment,isNegativeSentiment,isNeutralSentiment,hasUserMention(Old System feature),hasURL(Old System feature),hasQuestionMark(Old System Feature),truncated,hasUserDescription,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,isFrequentAuthor(Old system feature),RegAgeInDays(Old System Feature),geo_enabled,profile_background_tile,profile_use_background_image,default_profile,default_profile_image,retweet_count,favorite_count,class
  Pragmatizt Correction the entire Mindanao is in Martial Law for 60 days.,FALSE,FALSE,5,53,73,FALSE,FALSE,59.49,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,329,7,531,9786,FALSE,2896,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
 @CamilleElemia Trillanes says Dutertes declaration of martial law in entire Mindanao \not warranted\ bec clash onl\u2026 https\/\/t.co\/TWTTKoCO8q,FALSE,FALSE,12,102,146,FALSE,FALSE,58.12,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2612267,398,3412,7059,411811,TRUE,2283,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Every year SSC organizes a UN Day to help spread peace and solarity. This year proceeds will go to our brothers\u2026 https//t.co/BSSvv602D3,FALSE,FALSE,12,93,140,TRUE,FALSE,53,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,173,98,0,69,307,FALSE,1827,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
  @LoverOfBandsPh1   jplaxamana Heres what you need to know about martial law https\/\/t.co\/pTT5zQrf45 https\/\/t.co\/6XkZBdLmvY,FALSE,FALSE,13,80,126,FALSE,FALSE,50.8741,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,18,43,0,2703,1039,FALSE,187,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Uber back on the road once it pays P190-M fine https://t.co/0IV92IIrw9 The Land Transportation Franchising and Regulatory Board (LTFRB) ha\u2026,FALSE,FALSE,18,87,144,FALSE,FALSE,96.3579,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1119,1371,12,131,14127,TRUE,1157,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Seeking Justice for Atio https://t.co/3zQQ4lMzLT via   northbound_ph,FALSE,FALSE,8,44,67,FALSE,FALSE,55.1235,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,143,81,2,2,6893,FALSE,762,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
  risahontiveros Senator   bamaquino on the killing of Reynaldo de Guzman We call on the PNP &amp; DOJ to ensure these m\u2026 https\/\/t.co\/8V4bNaCKUQ,FALSE,FALSE,16,95,150,FALSE,FALSE,50.9155,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,282029,330,1201,59,207594,TRUE,1117,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Duterte I will pursue cases vs cops implicated in killing of Carl Arnaiz | Inquirer News https\/\/t.co\/HUlbGlzwO9,FALSE,FALSE,10,79,114,TRUE,FALSE,59.76,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,31,0,12,955,FALSE,1429,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
  @ANCALERTS   WoolbrightKathy   ZandroDZMM about time.....about time. coz #IAmKian #JusticeForKian,FALSE,TRUE,22,54,95,FALSE,FALSE,51.97,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,288,346,17,17070,13211,FALSE,2344,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
IBP sees no reason to question Present Dutertes Martial Law declaration at this time | anjocalimario https\/\/t.co\/U4jaMz95T5\n\n\u2014 CNN Phi\u2026,FALSE,FALSE,14,94,150,FALSE,FALSE,99,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2563,1850,409,238,557826,TRUE,3119,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Pres Duterte assured the Arnaiz family of a thorough &amp; impartial probe on the death of 19-yr-old Carl Angelo Arnaiz\u2026 https\/\/t.co\/cFrOTBoewX,FALSE,FALSE,11,102,151,FALSE,FALSE,84.33,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,68,184,2,15,4979,FALSE,2633,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
1 321 s and 1372 tweets (1330 RTs) in 2 days made Reynaldo de Guzman a Trending Topic in Philippines. #trndnl,FALSE,TRUE,7,65,109,FALSE,FALSE,79.51,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,186830,45,179,0,485761,TRUE,1628,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Ariana Grandes concert in Manchester last night ended up in chaos as 22 people were killed by ISIS. https\/\/t.co\/Ktv56E25Yj,FALSE,FALSE,10,83,125,FALSE,FALSE,75.21,0,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,16,56,0,4,62,FALSE,173,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
NEWS Youth and studes stand with Marawi says no to Martial Law https\/\/t.co\/KLyOabUwk4   PhilstarNews,FALSE,FALSE,14,66,102,FALSE,FALSE,56.73,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3696,433,27,509,8482,TRUE,2647,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
  @FashionPulis: Tweet Scoop: LTFRB to Lift Ban on Uber Only After Payment of 190 Million Fine and 19M+ Compensation to Drivers https://t.\u2026,FALSE,FALSE,20,83,142,FALSE,FALSE,67.897,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3911,68,305,137,74726,TRUE,42,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,TRUE
Top US intelligence official says ISIS claim of responsibility for Manchester attack not .\u2026 https\/\/t.co\/2gn2d26iOM,FALSE,FALSE,10,81,122,FALSE,FALSE,54.24,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2576467,2759,19726,515,264118,TRUE,3211,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
This are the list of provinces and its capital that will be affected by Martial Law.\n\nZamboanga del Norte \u2013... https\/\/t.co\/vPrXvgjwi5,FALSE,FALSE,7,98,143,FALSE,FALSE,86.91,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,37,196,0,1087,1525,FALSE,727,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
gerarddelapena: LTFRB says P190-M fine imposed on Uber was based on its daily income of P7-10M multiplied by number of days it s suppos\u2026,FALSE,FALSE,10,94,142,FALSE,FALSE,86.0087,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2141,494,33,210,5300,TRUE,2522,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
 @gmanews:   saleema_refran READ: LTFRB to Uber: Pay P190-M fine or continue suspension https://t.co/IMv2pCz8Xu,FALSE,FALSE,17,63,109,FALSE,FALSE,54.3045,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5260709,826,8524,15995,508447,TRUE,3069,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
#LTFRB lifts #Uber suspension but slaps it with P190-M fine: ... https://t.co/ODFQOEl6ZE #breakingnews #business,FALSE,TRUE,16,65,112,FALSE,FALSE,81.8745,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7704,10,62,0,98863,TRUE,2438,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
 @manilabulletin LOOK More photos from Present Dutertes meeting with the parents of slain teenager Carl Angelo A\u2026 https\/\/t.co\/UdysfOtmIC,FALSE,FALSE,14,99,143,FALSE,FALSE,91.76,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,234,151,6,726,4714,FALSE,811,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
gerarddelapena LTFRB computed P10M multiplied by 19 remaining days of suspension (from Tuesday) as basis for amoun\u2026 \u2026,FALSE,FALSE,8,86,127,FALSE,FALSE,58.6493,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,637,1754,0,101,5288,FALSE,1480,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Duterte I have declared a 60-day Martial Law in Mindanao Writ of Habeas Corpus suspended https\/\/t.co\/1SIkxJuYla,FALSE,FALSE,12,76,114,TRUE,FALSE,55.26,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5169,1478,204,335,145674,TRUE,1808,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
RT cnnphilippines \BREAKING Aguirre orders NBI to probe death of Reynaldo de Guzman https\/\/t.co\/VqMhSNV7QF\ https\/\/t.co\/SP2NgnNCZi,FALSE,FALSE,29,75,136,FALSE,FALSE,58.845,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89,347,2,25,35016,FALSE,1962,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Statement of the Institute for Autonomy and Governance on the Marawi City Crisis and the Declaration of Martial Law\u2026 https\/\/t.co\/PATFGlJbY6,FALSE,FALSE,17,98,147,FALSE,FALSE,67.94,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,651,444,11,128,9464,FALSE,2411,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
 @SenGracePOE - What shouldnt be welcomed is #LTFRB sheer disregard over commuters welfare.   LTFRB,FALSE,TRUE,16,63,97,FALSE,FALSE,55.0185,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,322,29,10,465,3211,FALSE,2202,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
New story on NPR Duterte Declares Martial Law On Philippine Island Of Mindanao https\/\/t.co\/kU1F8smZvs,FALSE,FALSE,16,66,104,FALSE,FALSE,55.92,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,53,110,12,69,25111,FALSE,596,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Aguirre signs Dept Order for NBI to probe the case of Carl Arnaiz friend Reynaldo de Guzman found dead with 14 stab wounds (via   lianbuan),FALSE,FALSE,10,99,138,FALSE,FALSE,75.4,0,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,30,0,0,1457,FALSE,45,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
LTFRB asks Uber to pay P190M fine - Manila Bulletin https://t.co/6gfmtN5rKj,FALSE,FALSE,12,42,75,FALSE,FALSE,64.2507,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,782,288,75,0,369,FALSE,2965,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
 @inquirerdotnet Carl Arnaiz\u2019s 14-year-old companion found dead in Nueva Ecija https\/\/t.co\/vZyWgBUJLP,FALSE,FALSE,11,70,108,FALSE,FALSE,62.99,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,366,135,74,6736,110718,FALSE,2247,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Pangilinan leads condemnation of killing of Carl Arnaiz&amp;#8217;s companion https\/\/t.co\/h1InMG3UK1,FALSE,TRUE,8,68,103,FALSE,FALSE,61.75,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,618,290,6,1974,1596,FALSE,3089,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,TRUE
#TopNews LTFRB to Uber: Pay P190 million well lift suspension - Rappler https://t.co/5MtuvXJcMj,FALSE,TRUE,15,56,95,FALSE,FALSE,58.489,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,145,514,18,0,52887,FALSE,1506,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Explosion in Manchester \u2022ISIS takes over Marawi \u2022Bomb goes off in Bangkok\u2022 Car bombing in Syria. ALL HAPPENED IN ONE DAY \ud83d\ude22#PrayForTheWorld,FALSE,TRUE,34,86,164,FALSE,FALSE,65.27,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,44,53,1,1088,456,FALSE,2289,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
 @PhilippineStar: BREAKING: LTFRB sets P190-million fine for Uber in order to lift suspension order. |   romina_marie https://t.co/gwYR0mf\u2026,FALSE,FALSE,19,85,142,FALSE,FALSE,78.3446,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,399475,1404,1282,3007,329825,TRUE,2083,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Marawi resents to file class suit vs government - Mindanao Gold Star Daily https//t.co/VPLV4EMMZ3,FALSE,FALSE,13,64,97,FALSE,FALSE,51.1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,8,1,3,20427,FALSE,3161,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
Duterte on Martial Law It could not be any different from what Present Marcos d. Id be harsh.\n- CNN PHILIPPIN\u2026 https\/\/t.co\/hk9eNSsmO8,FALSE,FALSE,22,82,142,FALSE,FALSE,84.6,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,15,41,3,1360,1278,FALSE,217,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Present Duterte I have to declare Martial Law in Mindanao effective May 23.   dzbb,FALSE,FALSE,7,57,81,TRUE,FALSE,55.36,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4698,509,51,636,6499,TRUE,2124,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
LOOK Present Duterte meets with Carl Angelo Arnaizs parents - https\/\/t.co\/bMHWN7q4Qg https\/\/t.co\/ZerGM92isL,FALSE,FALSE,18,65,113,FALSE,FALSE,90.67,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,12977,225,37,205,37472,TRUE,1437,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte may expand martial law to Visayas https\/\/t.co\/CC90RVSZmg https\/\/t.co\/ObzSk9MbMi,FALSE,FALSE,12,56,93,FALSE,FALSE,53.765,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2668,67,292,8,42239,TRUE,2560,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
https\/\/t.co\/w353TiK45P UP Diliman says Carl Angelo intent on returning to school  calls for immediate justice https\/\/t.co\/1I5j3knz5H\u00a0 #g\u2026,FALSE,TRUE,10,93,153,FALSE,FALSE,86.29,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3945,3358,67,1597,399152,TRUE,2562,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
Pro-Islamic State group army clash in Marawi City Philippines Both are aligned with the\u2026 https\/\/t.co\/hZNZM1UN89 #Terrorism #Security,FALSE,TRUE,15,91,140,FALSE,FALSE,73.27,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2524,1606,274,2072,164412,TRUE,1440,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
Father of 14-year-old Reynaldo de Guzman now speaking to   piahontiveros on   CNNPhilippines News Night,FALSE,FALSE,9,73,101,FALSE,FALSE,74.21,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,610,1164,10,11987,43529,FALSE,3054,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
The Latest on the siege of a Philippine city that led Present Rodrigo Duterte to declare martial law in the so... https\/\/t.co\/R1jaLJ5YGC,FALSE,FALSE,12,94,139,FALSE,FALSE,55.21,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2800,602,525,79,1678915,TRUE,2339,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte I will not allow martial law to be abused #MarawiClash,FALSE,TRUE,4,47,62,TRUE,FALSE,55.001,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,84,124,11,475,12775,FALSE,1793,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Uber on new fine from LTFRB: We  re working hard to meet conditions for lifting of suspension &amp; hope to resume operations as soon as possibl\u2026,FALSE,FALSE,7,109,149,FALSE,FALSE,90.1608,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1236,339,977,1248,525249,TRUE,1794,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Netizens trend #FireMocha  latest \u2018mishap\u2019 - https\/\/t.co\/OfyznRj926 via   philmonitor,FALSE,TRUE,5,60,97,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,19,0,0,0,5255,FALSE,185,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
#FirstOnTwitter:(BUSINESS BEAT)LTFRB asks Uber to pay P190-million fine to lift suspension. (via   rapplerdotcom) #OnlyInThePhilippines,FALSE,TRUE,26,82,134,FALSE,FALSE,78.3446,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,439,0,201,536,FALSE,45,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
